Username,Login_Date,Login_Time,IP_Address,Country,City,Latitude,Longitude,Device,Login_Success,Failed_Attempts,Suspicious
charlie,2025-08-18,20:28,233.16.166.124,China,Beijing,39.9042,116.4074,Desktop,1,1,0
emma,2025-12-21,01:57,191.63.234.63,India,Bangalore,12.9716,77.5946,Unknown,1,6,1
alice,2025-07-30,22:12,152.99.136.129,UK,London,51.5074,-0.1278,Mobile,1,1,0
harry,2025-08-21,17:35,80.66.185.133,USA,New York,40.7128,-74.006,Laptop,1,0,0
john,2025-03-31,22:00,53.22.145.115,China,Beijing,39.9042,116.4074,Laptop,1,1,0
sophia,2025-01-11,16:29,136.89.58.255,China,Beijing,39.9042,116.4074,Mobile,1,0,0
emma,2025-11-09,08:36,219.21.27.4,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
charlie,2025-07-03,13:37,212.128.54.217,UK,London,51.5074,-0.1278,Laptop,1,1,0
alice,2025-02-27,04:41,107.87.184.171,Russia,Moscow,55.7558,37.6173,Unknown,0,6,1
harry,2025-05-11,19:32,84.242.119.170,USA,San Francisco,37.7749,-122.4194,Mobile,1,0,0
harry,2025-01-11,19:03,19.221.114.60,India,Mumbai,19.076,72.8777,Laptop,1,0,0
emma,2025-01-22,10:08,52.72.126.160,UK,London,51.5074,-0.1278,Desktop,1,0,0
emma,2025-05-22,19:05,147.247.78.21,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
alice,2025-06-27,19:49,193.136.131.109,India,Mumbai,19.076,72.8777,Mobile,1,1,0
sophia,2025-03-07,01:08,218.228.82.51,China,Beijing,39.9042,116.4074,Unknown,0,4,1
charlie,2025-11-27,09:50,10.66.78.174,UK,London,51.5074,-0.1278,Laptop,1,0,0
harry,2025-08-02,12:47,132.77.13.196,USA,New York,40.7128,-74.006,Mobile,1,0,0
charlie,2025-10-19,11:35,150.195.217.24,China,Beijing,39.9042,116.4074,Mobile,1,0,0
david,2025-08-11,17:13,237.243.127.53,UK,London,51.5074,-0.1278,Mobile,1,1,0
harry,2025-09-28,19:59,32.61.120.215,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
sophia,2025-04-18,17:21,56.139.235.194,China,Beijing,39.9042,116.4074,Laptop,1,0,0
oliver,2025-03-14,17:16,83.220.209.26,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
charlie,2025-10-06,09:25,83.103.152.227,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
charlie,2026-01-01,21:34,135.225.164.62,USA,New York,40.7128,-74.006,Desktop,1,1,0
alice,2025-04-03,14:50,188.172.164.74,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
oliver,2025-07-26,11:29,2.148.169.134,UK,London,51.5074,-0.1278,Laptop,1,1,0
isabella,2025-07-21,19:06,165.80.207.27,India,Mumbai,19.076,72.8777,Desktop,1,1,0
harry,2025-09-23,22:08,233.180.81.156,USA,New York,40.7128,-74.006,Desktop,1,1,0
john,2025-06-09,00:58,70.222.24.167,UK,London,51.5074,-0.1278,Unknown,1,6,1
oliver,2025-01-04,00:59,31.102.157.55,China,Beijing,39.9042,116.4074,Unknown,0,5,1
harry,2025-06-16,00:29,66.83.50.252,USA,San Francisco,37.7749,-122.4194,Unknown,0,6,1
charlie,2025-07-31,18:18,97.130.67.50,USA,New York,40.7128,-74.006,Mobile,1,0,0
john,2025-01-07,13:12,1.78.96.241,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
bob,2025-08-21,09:43,7.15.78.32,UK,London,51.5074,-0.1278,Mobile,1,0,0
alice,2025-10-10,12:57,229.113.93.110,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
bob,2025-01-13,00:22,197.242.167.138,USA,New York,40.7128,-74.006,Unknown,0,4,1
isabella,2025-08-07,00:46,193.89.24.46,UK,London,51.5074,-0.1278,Unknown,1,4,1
charlie,2025-04-06,09:32,237.106.203.199,India,Mumbai,19.076,72.8777,Mobile,1,1,0
alice,2025-02-24,08:11,22.236.246.84,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
charlie,2025-09-17,00:57,234.89.63.221,UK,London,51.5074,-0.1278,Unknown,1,4,1
sophia,2025-03-11,00:54,76.176.97.119,USA,San Francisco,37.7749,-122.4194,Unknown,0,5,1
isabella,2025-01-03,12:14,109.83.6.83,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
david,2025-03-25,21:36,126.237.6.131,USA,New York,40.7128,-74.006,Desktop,1,1,0
bob,2025-10-01,11:59,137.87.191.41,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
john,2025-10-24,18:52,3.223.70.57,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
oliver,2025-04-06,20:22,95.210.16.214,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
david,2025-04-16,18:18,239.129.82.74,India,Mumbai,19.076,72.8777,Mobile,1,1,0
john,2025-02-16,04:11,168.41.192.112,India,Bangalore,12.9716,77.5946,Unknown,1,3,1
bob,2025-08-11,01:29,200.173.153.75,UK,London,51.5074,-0.1278,Unknown,0,6,1
harry,2025-07-21,01:25,213.81.59.158,India,Bangalore,12.9716,77.5946,Unknown,1,4,1
emma,2025-07-22,02:07,150.100.163.171,Russia,Moscow,55.7558,37.6173,Unknown,1,3,1
isabella,2025-06-10,09:37,231.29.223.37,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
bob,2025-04-19,09:43,166.101.82.111,USA,San Francisco,37.7749,-122.4194,Mobile,1,1,0
john,2025-09-23,22:03,140.143.239.36,China,Beijing,39.9042,116.4074,Laptop,1,0,0
alice,2025-01-09,14:32,153.103.221.222,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
john,2025-05-05,19:54,109.158.204.200,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
bob,2025-01-06,02:08,82.84.129.53,UK,London,51.5074,-0.1278,Unknown,0,3,1
alice,2025-12-09,14:59,236.211.194.226,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
alice,2025-06-08,21:48,205.158.83.192,USA,New York,40.7128,-74.006,Laptop,1,0,0
harry,2025-04-09,14:14,224.60.23.189,USA,San Francisco,37.7749,-122.4194,Mobile,1,1,0
harry,2025-07-17,02:41,231.210.194.117,Russia,Moscow,55.7558,37.6173,Unknown,0,5,1
charlie,2025-06-01,18:21,194.28.60.132,UK,London,51.5074,-0.1278,Desktop,1,1,0
isabella,2025-10-12,21:17,203.41.224.237,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
harry,2025-11-19,21:38,93.66.52.74,India,Mumbai,19.076,72.8777,Mobile,1,0,0
alice,2025-11-18,08:16,182.2.141.212,USA,New York,40.7128,-74.006,Laptop,1,1,0
isabella,2025-09-02,22:48,186.26.178.123,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
bob,2025-07-12,21:04,187.17.230.237,USA,New York,40.7128,-74.006,Laptop,1,0,0
bob,2025-08-26,14:56,19.96.124.103,India,Mumbai,19.076,72.8777,Desktop,1,1,0
john,2025-02-07,17:05,253.33.170.217,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
emma,2025-01-17,04:49,242.47.199.101,USA,San Francisco,37.7749,-122.4194,Unknown,1,5,1
charlie,2025-02-19,21:06,85.207.27.71,India,Mumbai,19.076,72.8777,Mobile,1,0,0
oliver,2025-01-01,21:24,52.33.181.28,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
emma,2025-03-07,19:20,220.163.216.221,UK,London,51.5074,-0.1278,Desktop,1,1,0
charlie,2025-09-01,03:36,186.253.67.86,India,Bangalore,12.9716,77.5946,Unknown,1,4,1
charlie,2025-05-26,08:00,102.114.127.108,UK,London,51.5074,-0.1278,Desktop,1,0,0
bob,2025-03-07,13:45,139.150.95.184,India,Bangalore,12.9716,77.5946,Mobile,1,1,0
sophia,2025-01-18,03:39,65.46.166.103,China,Beijing,39.9042,116.4074,Unknown,1,6,1
alice,2025-05-18,16:10,75.113.62.234,USA,San Francisco,37.7749,-122.4194,Mobile,1,0,0
sophia,2025-07-06,16:10,100.103.214.104,USA,New York,40.7128,-74.006,Laptop,1,0,0
oliver,2025-02-12,16:55,66.62.24.240,USA,San Francisco,37.7749,-122.4194,Mobile,1,1,0
oliver,2025-05-19,18:00,220.101.208.40,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
oliver,2025-09-16,12:11,54.91.47.33,USA,New York,40.7128,-74.006,Desktop,1,1,0
bob,2025-05-08,20:45,94.94.181.198,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
bob,2025-05-26,20:11,45.102.100.160,UK,London,51.5074,-0.1278,Mobile,1,0,0
oliver,2025-08-15,00:33,183.81.54.211,UK,London,51.5074,-0.1278,Unknown,1,3,1
john,2025-07-20,16:25,110.54.104.85,USA,New York,40.7128,-74.006,Laptop,1,0,0
oliver,2025-05-01,12:12,93.244.82.125,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
emma,2025-02-08,14:06,126.79.208.24,UK,London,51.5074,-0.1278,Laptop,1,1,0
isabella,2025-08-06,10:39,136.123.39.32,China,Beijing,39.9042,116.4074,Mobile,1,0,0
sophia,2025-06-03,09:34,201.232.248.79,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
bob,2025-09-07,15:22,186.6.93.32,USA,New York,40.7128,-74.006,Mobile,1,1,0
alice,2025-01-07,10:28,185.120.173.24,India,Mumbai,19.076,72.8777,Desktop,1,1,0
sophia,2025-02-08,11:25,139.100.250.248,India,Mumbai,19.076,72.8777,Laptop,1,0,0
john,2025-07-24,21:21,190.201.87.97,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
harry,2025-05-24,21:32,134.61.251.104,China,Beijing,39.9042,116.4074,Mobile,1,0,0
john,2025-03-20,14:58,104.197.126.159,USA,New York,40.7128,-74.006,Laptop,1,0,0
bob,2025-01-28,11:47,127.58.26.181,India,Mumbai,19.076,72.8777,Laptop,1,0,0
emma,2025-10-11,22:53,203.51.120.255,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
emma,2025-10-14,17:53,78.20.170.220,UK,London,51.5074,-0.1278,Mobile,1,1,0
bob,2025-05-05,09:03,217.255.3.51,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
john,2025-03-18,15:57,33.164.49.165,USA,New York,40.7128,-74.006,Laptop,1,1,0
emma,2025-07-31,18:51,54.47.70.147,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
john,2025-11-26,17:32,82.97.111.197,India,Mumbai,19.076,72.8777,Desktop,1,0,0
david,2025-09-10,18:38,208.46.100.69,UK,London,51.5074,-0.1278,Desktop,1,1,0
david,2025-04-21,11:15,94.194.124.59,China,Beijing,39.9042,116.4074,Desktop,1,0,0
harry,2025-09-15,16:14,180.59.220.140,China,Beijing,39.9042,116.4074,Mobile,1,0,0
david,2025-03-08,01:37,249.159.210.74,India,Bangalore,12.9716,77.5946,Unknown,1,3,1
emma,2025-07-14,22:48,111.187.140.141,India,Mumbai,19.076,72.8777,Laptop,1,1,0
oliver,2025-05-18,03:12,70.159.110.12,China,Beijing,39.9042,116.4074,Unknown,0,5,1
emma,2025-06-14,08:00,53.69.109.133,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
alice,2025-07-18,14:24,138.236.227.230,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
harry,2025-08-04,18:58,100.63.93.23,India,Mumbai,19.076,72.8777,Mobile,1,0,0
sophia,2025-09-03,22:50,194.60.13.30,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
bob,2025-10-24,16:35,23.218.229.218,China,Beijing,39.9042,116.4074,Desktop,1,0,0
sophia,2025-01-10,10:06,210.84.250.202,India,Bangalore,12.9716,77.5946,Desktop,1,0,0
charlie,2025-05-14,13:18,46.10.69.226,UK,London,51.5074,-0.1278,Desktop,1,1,0
harry,2025-07-14,22:24,248.238.74.247,China,Beijing,39.9042,116.4074,Laptop,1,1,0
john,2025-03-06,00:26,73.209.243.143,India,Bangalore,12.9716,77.5946,Unknown,1,4,1
david,2025-03-11,10:42,162.5.98.198,USA,New York,40.7128,-74.006,Laptop,1,0,0
isabella,2025-05-18,02:12,35.20.3.133,USA,San Francisco,37.7749,-122.4194,Unknown,1,3,1
sophia,2025-02-06,18:03,187.14.189.129,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
sophia,2025-12-10,00:40,243.200.8.137,Russia,Moscow,55.7558,37.6173,Unknown,0,3,1
john,2025-08-02,17:47,148.255.67.235,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
alice,2025-01-04,02:01,215.221.20.223,USA,New York,40.7128,-74.006,Unknown,0,3,1
bob,2025-04-21,10:15,203.166.188.214,India,Bangalore,12.9716,77.5946,Desktop,1,0,0
emma,2025-09-16,15:31,230.217.83.181,USA,San Francisco,37.7749,-122.4194,Mobile,1,0,0
david,2025-01-10,08:29,199.45.138.82,UK,London,51.5074,-0.1278,Desktop,1,0,0
sophia,2025-07-05,22:28,143.17.237.135,USA,New York,40.7128,-74.006,Mobile,1,1,0
isabella,2025-06-25,20:32,93.139.130.28,India,Bangalore,12.9716,77.5946,Desktop,1,0,0
emma,2025-07-27,02:07,195.194.115.183,India,Bangalore,12.9716,77.5946,Unknown,0,3,1
sophia,2025-12-27,19:18,246.48.117.73,China,Beijing,39.9042,116.4074,Mobile,1,1,0
charlie,2025-11-01,00:09,248.245.80.70,USA,San Francisco,37.7749,-122.4194,Unknown,1,4,1
emma,2025-01-23,20:58,90.148.46.132,China,Beijing,39.9042,116.4074,Desktop,1,0,0
alice,2025-08-04,20:28,226.233.136.111,UK,London,51.5074,-0.1278,Desktop,1,1,0
isabella,2025-05-16,20:35,14.68.74.253,UK,London,51.5074,-0.1278,Laptop,1,1,0
oliver,2025-02-27,21:20,177.89.205.253,USA,San Francisco,37.7749,-122.4194,Desktop,1,0,0
john,2025-01-05,12:37,149.87.134.94,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
emma,2025-06-03,19:47,125.201.18.61,USA,New York,40.7128,-74.006,Laptop,1,1,0
harry,2025-09-24,08:32,236.96.113.38,India,Mumbai,19.076,72.8777,Laptop,1,0,0
david,2025-05-06,01:47,64.224.43.121,China,Beijing,39.9042,116.4074,Unknown,1,5,1
sophia,2025-04-07,17:22,104.136.225.50,UK,London,51.5074,-0.1278,Mobile,1,0,0
isabella,2025-09-16,08:05,82.134.26.219,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
isabella,2025-05-19,18:13,191.116.200.240,India,Mumbai,19.076,72.8777,Laptop,1,1,0
isabella,2025-05-24,19:42,179.8.223.129,UK,London,51.5074,-0.1278,Mobile,1,1,0
oliver,2025-07-06,01:37,143.190.136.167,Russia,Moscow,55.7558,37.6173,Unknown,0,5,1
oliver,2025-01-08,10:57,107.174.96.203,USA,New York,40.7128,-74.006,Laptop,1,0,0
david,2025-11-08,08:01,244.133.193.108,USA,New York,40.7128,-74.006,Desktop,1,0,0
bob,2025-05-28,15:27,160.87.34.227,India,Mumbai,19.076,72.8777,Laptop,1,0,0
bob,2025-08-28,16:48,250.162.70.250,India,Mumbai,19.076,72.8777,Desktop,1,0,0
david,2025-09-06,01:40,58.251.6.182,China,Beijing,39.9042,116.4074,Unknown,1,5,1
alice,2025-08-05,08:17,103.124.57.141,USA,San Francisco,37.7749,-122.4194,Mobile,1,1,0
oliver,2025-09-24,03:39,169.22.250.136,India,Bangalore,12.9716,77.5946,Unknown,1,4,1
harry,2025-12-20,17:29,38.130.78.37,USA,New York,40.7128,-74.006,Desktop,1,0,0
bob,2025-03-03,00:11,59.206.216.133,UK,London,51.5074,-0.1278,Unknown,1,5,1
sophia,2025-02-06,10:20,197.226.87.206,UK,London,51.5074,-0.1278,Desktop,1,0,0
oliver,2025-12-02,02:41,11.98.241.245,India,Bangalore,12.9716,77.5946,Unknown,1,3,1
john,2025-11-18,17:52,112.239.124.222,China,Beijing,39.9042,116.4074,Mobile,1,0,0
harry,2025-03-27,01:26,46.26.213.152,China,Beijing,39.9042,116.4074,Unknown,0,5,1
charlie,2025-03-13,09:01,178.162.214.162,USA,San Francisco,37.7749,-122.4194,Mobile,1,1,0
david,2025-08-08,22:01,167.72.184.172,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
alice,2025-02-13,21:59,114.247.162.166,India,Mumbai,19.076,72.8777,Laptop,1,0,0
john,2025-01-17,08:22,165.149.210.10,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
david,2025-07-06,19:58,38.100.32.36,UK,London,51.5074,-0.1278,Desktop,1,0,0
harry,2025-10-06,16:20,124.84.79.158,UK,London,51.5074,-0.1278,Desktop,1,0,0
charlie,2025-03-21,21:46,91.163.10.117,China,Beijing,39.9042,116.4074,Desktop,1,1,0
oliver,2025-05-23,16:48,164.143.146.247,India,Mumbai,19.076,72.8777,Laptop,1,0,0
emma,2025-12-17,09:49,106.157.165.50,India,Mumbai,19.076,72.8777,Mobile,1,0,0
bob,2025-06-10,19:34,115.35.92.159,USA,New York,40.7128,-74.006,Laptop,1,0,0
emma,2025-05-08,18:41,166.30.186.43,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
john,2025-11-08,21:39,173.153.38.163,USA,San Francisco,37.7749,-122.4194,Mobile,1,0,0
emma,2025-04-20,22:28,190.124.227.117,USA,New York,40.7128,-74.006,Desktop,1,1,0
david,2025-07-11,22:33,225.3.39.102,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
john,2025-04-17,08:54,41.109.210.248,USA,New York,40.7128,-74.006,Desktop,1,0,0
sophia,2025-12-21,13:39,196.156.163.247,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
oliver,2025-09-20,22:36,211.93.159.211,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
charlie,2025-06-17,16:38,116.208.120.131,India,Bangalore,12.9716,77.5946,Mobile,1,1,0
isabella,2025-10-20,18:37,233.12.110.6,China,Beijing,39.9042,116.4074,Laptop,1,0,0
harry,2025-11-27,09:39,191.210.63.164,USA,New York,40.7128,-74.006,Laptop,1,1,0
isabella,2025-11-10,20:36,17.125.53.29,USA,San Francisco,37.7749,-122.4194,Desktop,1,0,0
alice,2025-10-09,20:30,57.208.20.85,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
david,2025-01-10,20:40,10.203.181.242,India,Mumbai,19.076,72.8777,Mobile,1,1,0
charlie,2025-12-25,09:52,122.250.143.147,India,Mumbai,19.076,72.8777,Laptop,1,1,0
harry,2025-10-18,13:24,99.29.7.46,UK,London,51.5074,-0.1278,Laptop,1,1,0
isabella,2025-04-13,14:45,70.58.157.191,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
oliver,2025-02-06,13:20,242.88.216.217,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
john,2025-05-14,01:06,55.126.167.246,UK,London,51.5074,-0.1278,Unknown,1,4,1
isabella,2025-12-09,13:45,102.52.252.223,China,Beijing,39.9042,116.4074,Desktop,1,0,0
harry,2025-10-20,08:34,53.121.102.30,China,Beijing,39.9042,116.4074,Laptop,1,0,0
oliver,2025-04-19,14:26,112.90.35.109,India,Bangalore,12.9716,77.5946,Desktop,1,0,0
bob,2025-07-18,10:38,194.33.58.150,USA,New York,40.7128,-74.006,Laptop,1,1,0
isabella,2025-03-08,02:04,143.18.115.146,China,Beijing,39.9042,116.4074,Unknown,0,6,1
david,2025-09-17,22:14,220.89.130.167,USA,New York,40.7128,-74.006,Laptop,1,1,0
john,2025-11-28,22:08,77.254.56.94,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
emma,2025-04-25,16:17,155.86.245.245,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
bob,2025-11-17,14:12,84.3.137.149,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
isabella,2025-10-04,21:22,11.160.2.181,China,Beijing,39.9042,116.4074,Desktop,1,0,0
harry,2025-04-15,13:55,63.52.220.30,UK,London,51.5074,-0.1278,Desktop,1,1,0
charlie,2025-09-01,12:08,166.216.114.115,UK,London,51.5074,-0.1278,Desktop,1,0,0
oliver,2025-10-15,14:23,221.243.55.122,India,Mumbai,19.076,72.8777,Desktop,1,1,0
john,2025-04-08,09:50,104.159.108.93,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
harry,2025-04-22,22:02,110.196.131.144,China,Beijing,39.9042,116.4074,Mobile,1,0,0
emma,2025-07-30,18:33,168.232.45.143,China,Beijing,39.9042,116.4074,Desktop,1,1,0
bob,2025-08-29,08:40,85.170.105.93,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
alice,2025-10-24,03:30,197.156.60.216,Russia,Moscow,55.7558,37.6173,Unknown,0,4,1
john,2025-02-19,17:58,212.252.55.240,China,Beijing,39.9042,116.4074,Desktop,1,1,0
emma,2025-02-26,03:24,100.233.191.106,China,Beijing,39.9042,116.4074,Unknown,0,5,1
john,2025-12-29,01:57,74.101.44.46,India,Bangalore,12.9716,77.5946,Unknown,0,5,1
bob,2025-12-13,12:24,238.168.140.174,UK,London,51.5074,-0.1278,Desktop,1,1,0
harry,2025-12-26,12:42,126.58.214.207,UK,London,51.5074,-0.1278,Desktop,1,1,0
emma,2025-07-05,16:20,40.198.198.146,USA,San Francisco,37.7749,-122.4194,Mobile,1,1,0
bob,2025-06-20,21:38,9.82.93.38,USA,San Francisco,37.7749,-122.4194,Desktop,1,0,0
alice,2025-01-09,17:51,249.182.73.49,India,Mumbai,19.076,72.8777,Mobile,1,1,0
david,2025-06-18,14:58,33.66.218.97,India,Mumbai,19.076,72.8777,Mobile,1,0,0
john,2025-01-02,19:25,170.232.141.36,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
david,2025-01-28,17:11,154.217.110.170,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
bob,2025-09-03,00:00,20.38.9.29,USA,New York,40.7128,-74.006,Unknown,0,6,1
harry,2025-07-08,18:17,75.22.143.247,USA,San Francisco,37.7749,-122.4194,Desktop,1,0,0
oliver,2025-12-03,20:03,57.105.130.96,UK,London,51.5074,-0.1278,Desktop,1,1,0
oliver,2025-05-10,08:24,117.232.226.202,India,Mumbai,19.076,72.8777,Desktop,1,0,0
emma,2025-01-03,09:26,48.217.20.101,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
emma,2025-04-12,02:59,104.68.184.35,USA,New York,40.7128,-74.006,Unknown,0,4,1
harry,2025-09-07,13:12,160.41.211.184,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
bob,2025-04-07,11:37,57.61.192.133,India,Mumbai,19.076,72.8777,Laptop,1,0,0
alice,2025-10-25,16:18,112.199.152.186,India,Mumbai,19.076,72.8777,Laptop,1,1,0
charlie,2025-10-10,14:19,103.130.210.4,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
alice,2025-02-12,01:51,12.69.124.196,Russia,Moscow,55.7558,37.6173,Unknown,0,5,1
sophia,2025-07-30,09:22,167.175.183.200,India,Bangalore,12.9716,77.5946,Mobile,1,1,0
bob,2025-04-14,21:15,218.76.31.190,India,Mumbai,19.076,72.8777,Laptop,1,1,0
sophia,2025-02-18,11:23,53.119.4.73,China,Beijing,39.9042,116.4074,Desktop,1,1,0
bob,2025-04-29,15:07,123.156.52.140,China,Beijing,39.9042,116.4074,Laptop,1,1,0
emma,2025-01-11,19:03,9.29.121.75,India,Mumbai,19.076,72.8777,Mobile,1,1,0
alice,2025-05-10,15:00,66.120.115.29,USA,New York,40.7128,-74.006,Mobile,1,0,0
john,2025-10-10,15:41,159.156.20.110,USA,San Francisco,37.7749,-122.4194,Desktop,1,0,0
emma,2025-12-29,19:57,201.139.148.164,China,Beijing,39.9042,116.4074,Desktop,1,1,0
david,2025-04-05,10:19,63.81.47.213,China,Beijing,39.9042,116.4074,Desktop,1,0,0
oliver,2025-04-06,19:40,137.178.217.54,India,Mumbai,19.076,72.8777,Laptop,1,0,0
harry,2025-01-05,11:30,230.65.244.87,USA,New York,40.7128,-74.006,Desktop,1,0,0
oliver,2025-05-03,14:52,227.172.233.11,UK,London,51.5074,-0.1278,Mobile,1,1,0
sophia,2025-05-28,18:55,140.44.103.148,India,Mumbai,19.076,72.8777,Laptop,1,0,0
emma,2025-01-19,03:27,74.153.219.62,India,Mumbai,19.076,72.8777,Unknown,1,4,1
david,2025-04-12,18:04,71.144.124.107,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
bob,2025-02-09,10:18,39.247.81.102,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
emma,2025-10-05,12:09,120.28.52.57,USA,San Francisco,37.7749,-122.4194,Desktop,1,0,0
david,2025-10-07,08:52,162.182.14.207,USA,New York,40.7128,-74.006,Mobile,1,0,0
charlie,2025-08-07,17:15,91.63.58.5,UK,London,51.5074,-0.1278,Laptop,1,0,0
charlie,2025-09-18,13:37,120.31.165.233,China,Beijing,39.9042,116.4074,Laptop,1,1,0
david,2025-07-31,14:54,191.134.76.130,UK,London,51.5074,-0.1278,Desktop,1,0,0
alice,2025-08-13,13:28,205.1.74.244,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
charlie,2025-06-06,16:50,200.137.163.88,USA,New York,40.7128,-74.006,Mobile,1,0,0
emma,2025-11-13,21:29,85.211.18.77,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
oliver,2025-01-03,02:27,161.92.98.11,Russia,Moscow,55.7558,37.6173,Unknown,0,4,1
alice,2025-05-21,15:22,137.175.233.79,China,Beijing,39.9042,116.4074,Desktop,1,0,0
bob,2025-12-28,11:57,49.158.62.105,India,Bangalore,12.9716,77.5946,Mobile,1,1,0
harry,2025-04-02,01:39,179.86.14.143,India,Bangalore,12.9716,77.5946,Unknown,1,5,1
charlie,2025-02-01,10:49,137.93.36.146,UK,London,51.5074,-0.1278,Desktop,1,0,0
sophia,2025-03-06,18:14,100.242.219.152,India,Mumbai,19.076,72.8777,Laptop,1,1,0
alice,2025-06-12,21:52,227.82.240.67,USA,San Francisco,37.7749,-122.4194,Mobile,1,0,0
isabella,2025-12-21,16:06,224.139.217.24,USA,San Francisco,37.7749,-122.4194,Mobile,1,0,0
david,2025-11-20,18:18,98.125.240.117,India,Mumbai,19.076,72.8777,Laptop,1,0,0
john,2025-01-29,01:37,130.97.38.25,China,Beijing,39.9042,116.4074,Unknown,1,4,1
isabella,2025-03-13,19:39,112.14.89.4,USA,New York,40.7128,-74.006,Desktop,1,0,0
sophia,2025-06-26,13:59,195.45.77.168,India,Bangalore,12.9716,77.5946,Desktop,1,0,0
oliver,2025-07-29,13:27,34.217.153.232,China,Beijing,39.9042,116.4074,Mobile,1,1,0
charlie,2025-12-25,11:11,119.106.26.126,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
charlie,2025-01-05,22:09,123.121.162.111,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
isabella,2025-08-17,09:41,53.135.176.248,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
sophia,2025-10-30,03:33,166.53.47.43,India,Mumbai,19.076,72.8777,Unknown,1,6,1
alice,2025-02-20,08:33,140.105.154.42,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
sophia,2025-10-06,08:27,134.147.4.125,UK,London,51.5074,-0.1278,Desktop,1,1,0
john,2025-05-07,21:34,67.190.121.199,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
isabella,2025-07-23,03:41,141.109.61.24,USA,New York,40.7128,-74.006,Unknown,0,3,1
david,2025-08-13,17:57,228.124.145.96,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
david,2025-05-02,22:07,165.109.176.180,India,Mumbai,19.076,72.8777,Desktop,1,0,0
isabella,2025-12-16,18:18,198.170.104.100,UK,London,51.5074,-0.1278,Desktop,1,1,0
